word,main_word,stem
घेतल्या ,घेतल्,या 
घेतल्याखेरीच ,घेतल्,याखेरीच 
घेतल्याशिवाय ,घेतल्,याशिवाय 
घेतल्याच ,घेतल्,याच 
घेतल्याचे ,घेतल्,याचे 
घेतल्याच्या ,घेतल्,याच्या 
घेतल्यानंतर् ,घेतल्,यानंतर् 
घेतल्यास ,घेतल्,यास 
घेतल्यावर् ,घेतल्,यावर् 
ईश्वरीशक्तीचे ,ईश्वरीशक्ती,चे 
झाडा ,झाड,ा 
झाडाझुडपांच्या ,झाड,ाझुडपांच्या 
झाडाखाली ,झाड,ाखाली 
झाडांची ,झाड,ांची 
झाडांचे ,झाड,ांचे 
झाडांच्या ,झाड,ांच्या 
झाडांमध्ये ,झाड,ांमध्ये 
झाडांना ,झाड,ांना 
झाडांविषयी ,झाड,ांविषयी 
झाडाचा ,झाड,ाचा 
झाडाची ,झाड,ाची 
झाडाचे ,झाड,ाचे 
झाडाच्या ,झाड,ाच्या 
झाडाजव्ळ ,झाड,ाजव्ळ 
झाडाकडे ,झाड,ाकडे 
झाडाला ,झाड,ाला 
झाडापासून ,झाड,ापासून 
झाडापुढे ,झाड,ापुढे 
झाडासारखी ,झाड,ासारखी 
झाडासारखे ,झाड,ासारखे 
झाडास ,झाड,ास 
झाडावर् ,झाड,ावर् 
झाडावरील ,झाड,ावरील 
झाडावरून ,झाड,ावरून 
झाडावर्ची ,झाड,ावर्ची 
झाडावर्च ,झाड,ावर्च 
झाडात ,झाड,ात 
झाडातल्ं ,झाड,ातल्ं 
झाडायचे ,झाड,ायचे 
झाडीत ,झाड,ीत 
झाडीतल्या ,झाड,ीतल्या 
झाडून ,झाड,ून 
झाड ,झाड, 
झाडं ,झाड,ं 
झाडणी ,झाड,णी 
झाडणीने ,झाड,णीने 
झाडणीपेक्षा ,झाड,णीपेक्षा 
झाडले ,झाड,ले 
झाडत् ,झाड,त् 
झाडे ,झाड,े 
झाडेदेखील ,झाड,ेदेखील 
फळ्झाडांशी ,झाड,ांशी 
फुलझाडं ,झाड,ं 
फुलझाडे ,झाड,े 
झाल्तं ,झाल्,तं 
झाल्या ,झाल्,या 
झाल्याशिवाय ,झाल्,याशिवाय 
झाल्याबरोबर् ,झाल्,याबरोबर् 
झाल्याचा ,झाल्,याचा 
झाल्याची ,झाल्,याची 
झाल्याच ,झाल्,याच 
झाल्याचं ,झाल्,याचं 
झाल्याचे ,झाल्,याचे 
झाल्याच्या ,झाल्,याच्या 
झाल्यालाही ,झाल्,यालाही 
झाल्याली ,झाल्,याली 
झाल्यामुळे ,झाल्,यामुळे 
झाल्यानंतर् ,झाल्,यानंतर् 
झाल्यानंतर्ची ,झाल्,यानंतर्ची 
झाल्यानंतर्च ,झाल्,यानंतर्च 
झाल्यानंतर्ही ,झाल्,यानंतर्ही 
झाल्याने ,झाल्,याने 
झाल्यापासून ,झाल्,यापासून 
झाल्यापासूनच् ,झाल्,यापासूनच् 
झाल्याप्रमाणे ,झाल्,याप्रमाणे 
झाल्यासारखा ,झाल्,यासारखा 
झाल्यासारख्ं ,झाल्,यासारख्ं 
झाल्यासारखे ,झाल्,यासारखे 
झाल्यास ,झाल्,यास 
झाल्यासच् ,झाल्,यासच् 
झाल्यावाचून ,झाल्,यावाचून 
झाल्यावर् ,झाल्,यावर् 
झाल्यावर्ची ,झाल्,यावर्ची 
झाल्यावर्च ,झाल्,यावर्च 
झाल्यावर्देखील ,झाल्,यावर्देखील 
झाल्यने ,झाल्,यने 
झुडुपाजव्ळ ,झुडुप,ाजव्ळ 
झुडुपातल्ं ,झुडुप,ातल्ं 
खांद्याच्या ,खांद्य,ाच्या 
खांद्याला ,खांद्य,ाला 
खांद्याना ,खांद्य,ाना 
खांद्यावर् ,खांद्य,ावर् 
खांद्यावरून ,खांद्य,ावरून 
खांद्यावर्च्या ,खांद्य,ावर्च्या 
कडेखांद्यावर्च्या ,खांद्य,ावर्च्या 
ऐतखाऊ ,खाऊ, 
खाऊ ,खाऊ, 
खाऊन ,खाऊ,न 
खाऊनबी ,खाऊ,नबी 
खाऊनही ,खाऊ,नही 
खाऊनपिऊन ,खाऊ,नपिऊन 
खाऊपिऊ ,खाऊ,पिऊ 
खाल्ल् ,खाल्ल्, 
खाल्ल्याने ,खाल्ल्,याने 
खाल्ल्यावर् ,खाल्ल्,यावर् 
खात्री ,खात्,री 
खात्रीचा ,खात्,रीचा 
खात्रीच ,खात्,रीच 
खात्रीने ,खात्,रीने 
खात्रीसाठी ,खात्,रीसाठी 
खात्या ,खात्,या 
खात्यांचा ,खात्,यांचा 
खात्यांची ,खात्,यांची 
खात्यांच्या ,खात्,यांच्या 
खात्यांमधील ,खात्,यांमधील 
खात्यांमुळे ,खात्,यांमुळे 
खात्यांना ,खात्,यांना 
खात्यांसाठी ,खात्,यांसाठी 
खात्यांवर् ,खात्,यांवर् 
खात्यांवर्ही ,खात्,यांवर्ही 
खात्यांवर्ली ,खात्,यांवर्ली 
खात्याबाबत् ,खात्,याबाबत् 
खात्याचा ,खात्,याचा 
खात्याची ,खात्,याची 
खात्याचे ,खात्,याचे 
खात्याच्या ,खात्,याच्या 
खात्याकर्ता ,खात्,याकर्ता 
खात्यामध्ये ,खात्,यामध्ये 
खात्यामध्येच ,खात्,यामध्येच 
खात्याने ,खात्,याने 
खात्यासंबंधी ,खात्,यासंबंधी 
खात्यावर् ,खात्,यावर् 
खात्यावरील ,खात्,यावरील 
खात्यावर्च ,खात्,यावर्च 
खात्यावर्सुद्धा ,खात्,यावर्सुद्धा 
खात्यातील ,खात्,यातील 
खात्यातून ,खात्,यातून 
खात्यात ,खात्,यात 
खात्यातच् ,खात्,यातच् 
शिक्षण्खात्यात ,खात्,यात 
ह्यांच्याखात्यांवर् ,खात्,यांवर् 
कृषिखात्यातर्फे ,खात्,यातर्फे 
कर्जखात्यांवर् ,खात्,यांवर् 
कर्जखात्यावर् ,खात्,यावर् 
कर्जखात्यात ,खात्,यात 
लऑकर्खात्यांसंदर्भात ,खात्,यांसंदर्भात 
खेळांशी ,खेळ,ांशी 
खेळांचा ,खेळ,ांचा 
खेळांच्याजुन्या ,खेळ,ांच्याजुन्या 
खेळांमध्ये ,खेळ,ांमध्ये 
खेळाची ,खेळ,ाची 
खेळाचे ,खेळ,ाचे 
खेळाडू ,खेळ,ाडू 
खेळाडूंऐवजी ,खेळ,ाडूंऐवजी 
खेळाडूंना ,खेळ,ाडूंना 
खेळावे ,खेळ,ावे 
खेळात ,खेळ,ात 
खेळातही ,खेळ,ातही 
खेळातले ,खेळ,ातले 
खेळायचा ,खेळ,ायचा 
खेळायच्या ,खेळ,ायच्या 
खेळायला ,खेळ,ायला 
खेळीमेळीचे ,खेळ,ीमेळीचे 
खेळीमेळीने ,खेळ,ीमेळीने 
खेळीमेळीत ,खेळ,ीमेळीत 
खेळू ,खेळ,ू 
खेळून ,खेळ,ून 
खेळ ,खेळ, 
खेळणे ,खेळ,णे 
खेळण्याची ,खेळ,ण्याची 
खेळण्याच्या ,खेळ,ण्याच्या 
खेळण्यामुळे ,खेळ,ण्यामुळे 
खेळण्यासारखे ,खेळ,ण्यासारखे 
खेळण्यात ,खेळ,ण्यात 
खेळही ,खेळ,ही 
खेळले ,खेळ,ले 
खेळसुध्दा ,खेळ,सुध्दा 
खेळवावा ,खेळ,वावा 
खेळवावे ,खेळ,वावे 
खेळवीत ,खेळ,वीत 
खेळव्णाऱ्या ,खेळ,व्णाऱ्या 
खेळविण्याचे ,खेळ,विण्याचे 
खेळव्ले ,खेळ,व्ले 
खेळत् ,खेळ,त् 
खेळता ,खेळ,ता 
खेळताहेत ,खेळ,ताहेत 
खेळताना ,खेळ,ताना 
खेळतात ,खेळ,तात 
खेळते ,खेळ,ते 
खेळत्या ,खेळ,त्या 
खेळे ,खेळ,े 
खेडी ,खेड,ी 
खेडूत ,खेड,ूत 
खेडव्ळांपेकी ,खेड,व्ळांपेकी 
खेडव्ळाचा ,खेड,व्ळाचा 
खेडव्ळाकडून ,खेड,व्ळाकडून 
खेडव्ळाकडे ,खेड,व्ळाकडे 
खेडव्ळाने ,खेड,व्ळाने 
खेडव्ळ ,खेड,व्ळ 
खेडव्ळही ,खेड,व्ळही 
खेडया ,खेड,या 
खेडयांतील ,खेड,यांतील 
खेडयांतून ,खेड,यांतून 
खेडयापाड्यातल्या ,खेड,यापाड्यातल्या 
खेडयातील ,खेड,यातील 
खेडयातले ,खेड,यातले 
खेडे ,खेड,े 
खेडें ,खेड,ें 
खेडेगावाची ,खेड,ेगावाची 
खेडेगावात ,खेड,ेगावात 
खेडेवजाच ,खेड,ेवजाच 
खेडोपाडी ,खेड,ोपाडी 
खेडुताच्या ,खेड,ुताच्या 
खेड्यांचा ,खेड,्यांचा 
खेड्यांतून ,खेड,्यांतून 
खेड्याच्या ,खेड,्याच्या 
खेड्यापाड्यातून ,खेड,्यापाड्यातून 
खेड्यातूनच् ,खेड,्यातूनच् 
खेड्यात ,खेड,्यात 
खेड्यातल्या ,खेड,्यातल्या 
पळ्सखेडच्या ,खेड,च्या 
खिडकी ,खिडकी, 
खिडकीशी ,खिडकी,शी 
खिडकीबाहेर ,खिडकी,बाहेर 
खिडकीच्या ,खिडकी,च्या 
खिडकीजव्ळच्या ,खिडकी,जव्ळच्या 
खिडकीकडे ,खिडकी,कडे 
खिडकीपाशी ,खिडकी,पाशी 
खिडकीतून ,खिडकी,तून 
खिडकीत ,खिडकी,त 
खोळातल्यासारखी ,खोळात,ल्यासारखी 
औषध् ,औषध,् 
औषधांची ,औषध,ांची 
औषधाबद्दल् ,औषध,ाबद्दल् 
औषधाची ,औषध,ाची 
औषधाचे ,औषध,ाचे 
औषधाच्या ,औषध,ाच्या 
औषधाप्रमाणेच ,औषध,ाप्रमाणेच 
औषधासाठीच ,औषध,ासाठीच 
औषधी ,औषध,ी 
औषधे ,औषध,े 
औषधोपचारासाठी ,औषध,ोपचारासाठी 
औषधोपचार ,औषध,ोपचार 
औषध्पाणी ,औषध,्पाणी 
औषध्पाण्यातच् ,औषध,्पाण्यातच् 
औद्योगीकर्णाच्या ,औद्योगीकर्ण,ाच्या 
औद्योगीकर्णामुळे ,औद्योगीकर्ण,ामुळे 
औद्योगीकर्णामुळेच ,औद्योगीकर्ण,ामुळेच 
औद्योगीकर्णाने ,औद्योगीकर्ण,ाने 
औद्योगीकर्णास ,औद्योगीकर्ण,ास 
औद्योगीकर्ण ,औद्योगीकर्ण, 
फळ् ,फळ,् 
फळा ,फळ,ा 
फळांचा ,फळ,ांचा 
फळांची ,फळ,ांची 
फळांच ,फळ,ांच 
फळांचे ,फळ,ांचे 
फळांच्या ,फळ,ांच्या 
फळांना ,फळ,ांना 
फळांतील ,फळ,ांतील 
फळांत ,फळ,ांत 
फळाफुलांनी ,फळ,ाफुलांनी 
फळाची ,फळ,ाची 
फळाच्या ,फळ,ाच्या 
फळाला ,फळ,ाला 
फळामध्ये ,फळ,ामध्ये 
फळापरि ,फळ,ापरि 
फळापेक्षा ,फळ,ापेक्षा 
फळावर् ,फळ,ावर् 
फळातील ,फळ,ातील 
फळात ,फळ,ात 
फळी ,फळ,ी 
फळीवर् ,फळ,ीवर् 
फळ्झाडांशी ,फळ,्झाडांशी 
फळ्ं ,फळ,्ं 
फळ्णीकर् ,फळ,्णीकर् 
फळे ,फळ,े 
फळ्काढणीचे ,फळ,्काढणीचे 
फळ्कूट ,फळ,्कूट 
फळ्कूटयांच्या ,फळ,्कूटयांच्या 
फळ्कुटावर् ,फळ,्कुटावर् 
फळ्त ,फळ,्त 
फळ्या ,फळ,्या 
फळ्यांना ,फळ,्यांना 
फळ्यांवर् ,फळ,्यांवर् 
फळ्याजव्ळ ,फळ,्याजव्ळ 
फळ्याजव्ळच्या ,फळ,्याजव्ळच्या 
फळ्यासमोर ,फळ,्यासमोर 
श्रीफळ् ,फळ,् 
निष्फळ्ही ,फळ,्ही 
पोफळी ,फळ,ी 
फळ् ,फळ्, 
फळ्झाडांशी ,फळ्,झाडांशी 
फळ्ं ,फळ्,ं 
फळ्णीकर् ,फळ्,णीकर् 
फळ्काढणीचे ,फळ्,काढणीचे 
फळ्कूट ,फळ्,कूट 
फळ्कूटयांच्या ,फळ्,कूटयांच्या 
फळ्कुटावर् ,फळ्,कुटावर् 
फळ्त ,फळ्,त 
फळ्या ,फळ्,या 
फळ्यांना ,फळ्,यांना 
फळ्यांवर् ,फळ्,यांवर् 
फळ्याजव्ळ ,फळ्,याजव्ळ 
फळ्याजव्ळच्या ,फळ्,याजव्ळच्या 
फळ्यासमोर ,फळ्,यासमोर 
श्रीफळ् ,फळ्, 
निष्फळ्ही ,फळ्,ही 
फिरणारा ,फिरण,ारा 
फिरणारी ,फिरण,ारी 
फिरणाऱ्या ,फिरण,ाऱ्या 
फिरणारे ,फिरण,ारे 
फिरणे ,फिरण,े 
फिरण्याच्या ,फिरण,्याच्या 
फिरण्यासाठी ,फिरण,्यासाठी 
घर्फोडया ,फोड,या 
फोडायचा ,फोड,ायचा 
फोडीत ,फोड,ीत 
फोडू ,फोड,ू 
फोडून ,फोड,ून 
फोड ,फोड, 
फोडणे ,फोड,णे 
फोडण्यात ,फोड,ण्यात 
फोडलीत ,फोड,लीत 
फोडले ,फोड,ले 
फोडलेला ,फोड,लेला 
फोडल्यास ,फोड,ल्यास 
फोडता ,फोड,ता 
कर्जफोडीची ,फोड,ीची 
कर्जफोड ,फोड, 
शाखा ,शाख,ा 
शाखांचे ,शाख,ांचे 
शाखांमध्ये ,शाख,ांमध्ये 
शाखांतील ,शाख,ांतील 
शाखांत ,शाख,ांत 
शाखावाढीसंबंधी ,शाख,ावाढीसंबंधी 
शाखातून ,शाख,ातून 
शाखेचेही ,शाख,ेचेही 
शाखेला ,शाख,ेला 
शाखेलाही ,शाख,ेलाही 
शाखेसह् ,शाख,ेसह् 
शाखेवर् ,शाख,ेवर् 
शाखेतील ,शाख,ेतील 
शाखेतून ,शाख,ेतून 
शाखेत ,शाख,ेत 
शास्त्रशाखा ,शाख,ा 
अशाखेरीज ,शाख,ेरीज 
पोशाखावरून ,शाख,ावरून 
पोशाखातही ,शाख,ातही 
वर्शाखालील ,शाख,ालील 
विशाखा ,शाख,ा 
विज्ञानशाखेत ,शाख,ेत 
अधिकाराखालील ,अधिकार,ाखालील 
अधिकारांचे ,अधिकार,ांचे 
अधिकारांच्या ,अधिकार,ांच्या 
अधिकाराची ,अधिकार,ाची 
अधिकाराच्या ,अधिकार,ाच्या 
अधिकाराक ,अधिकार,ाक 
अधिकारामुळे ,अधिकार,ामुळे 
अधिकारात ,अधिकार,ात 
अधिकारी ,अधिकार,ी 
अधिकारीगण् ,अधिकार,ीगण् 
अधिकाऱ्यांचा ,अधिकार,़्यांचा 
अधिकाऱ्यांची ,अधिकार,़्यांची 
अधिकाऱ्यांचे ,अधिकार,़्यांचे 
अधिकाऱ्यांच्या ,अधिकार,़्यांच्या 
अधिकाऱ्यांकडे ,अधिकार,़्यांकडे 
अधिकाऱ्यांना ,अधिकार,़्यांना 
अधिकाऱ्यांनी ,अधिकार,़्यांनी 
अधिकाऱ्याची ,अधिकार,़्याची 
अधिकाऱ्याच्या ,अधिकार,़्याच्या 
अधिकाऱ्याकडे ,अधिकार,़्याकडे 
अधिकाऱ्याना ,अधिकार,़्याना 
अधिकाऱ्याने ,अधिकार,़्याने 
अधिकाऱ्यावर् ,अधिकार,़्यावर् 
अधिकार ,अधिकार, 
अधिकारच् ,अधिकार,च् 
अधिकारक् ,अधिकार,क् 
अधिकारप्राप्ती ,अधिकार,प्राप्ती 
अधिकारप्रदानास ,अधिकार,प्रदानास 
अधिकारप्त्र ,अधिकार,प्त्र 
अधिकारयोगही ,अधिकार,योगही 
अक्षर् ,अक्षर,् 
अक्षरांबरोबर् ,अक्षर,ांबरोबर् 
अक्षरांची ,अक्षर,ांची 
अक्षरांना ,अक्षर,ांना 
अक्षरांत ,अक्षर,ांत 
अक्षराला ,अक्षर,ाला 
अक्षरात ,अक्षर,ात 
अक्षरी ,अक्षर,ी 
अक्षर्श ,अक्षर,्श 
अक्षर्शः ,अक्षर,्शः 
अक्षरे ,अक्षर,े 
अक्षर्ही ,अक्षर,्ही 
अक्षर्न् ,अक्षर,्न् 
अनुभव् ,अनुभव्, 
अनुभव्च ,अनुभव्,च 
अनुभव्ही ,अनुभव्,ही 
अनुभव्जन्य ,अनुभव्,जन्य 
अनुभव्लंच ,अनुभव्,लंच 
अनुभव्लंय ,अनुभव्,लंय 
अनुभव्लेला ,अनुभव्,लेला 
अनुभव्लेले ,अनुभव्,लेले 
अनुभव्लेल्या ,अनुभव्,लेल्या 
अनुभव्नाने ,अनुभव्,नाने 
अनुभव्पूर्ण ,अनुभव्,पूर्ण 
अनुभव्सिद्ध ,अनुभव्,सिद्ध 
अनुवांशिक ,अनुवांशिक, 
अनुवांशिकता ,अनुवांशिक,ता 
अनुवांशिकतेच्या ,अनुवांशिक,तेच्या 
अनुवांशिकतेमुळे ,अनुवांशिक,तेमुळे 
अनुवांशिकतेवर् ,अनुवांशिक,तेवर् 
अर्थव्यव्हारांवर् ,अर्थव्यव्हार,ांवर् 
अर्थव्यव्हाराचा ,अर्थव्यव्हार,ाचा 
अर्थव्यव्हाराच्या ,अर्थव्यव्हार,ाच्या 
अर्थव्यव्हाराला ,अर्थव्यव्हार,ाला 
अर्थव्यव्हारास ,अर्थव्यव्हार,ास 
अर्थव्यव्हारासंबंधीचे ,अर्थव्यव्हार,ासंबंधीचे 
अर्थव्यव्हारावर् ,अर्थव्यव्हार,ावर् 
अर्थव्यव्हार ,अर्थव्यव्हार, 
असणाऱ्या ,असणाऱ्,या 
असणाऱ्यांचा ,असणाऱ्,यांचा 
असणाऱ्यांनी ,असणाऱ्,यांनी 
असणाऱ्याचा ,असणाऱ्,याचा 
असल्या ,असल्,या 
असल्याशिवाय ,असल्,याशिवाय 
असल्याबद्दल् ,असल्,याबद्दल् 
असल्याचा ,असल्,याचा 
असल्याची ,असल्,याची 
असल्याचं ,असल्,याचं 
असल्याचे ,असल्,याचे 
असल्याचेही ,असल्,याचेही 
असल्याकारणाने ,असल्,याकारणाने 
असल्यामिळे ,असल्,यामिळे 
असल्यामुळ ,असल्,यामुळ 
असल्यामुळं ,असल्,यामुळं 
असल्यामुळे ,असल्,यामुळे 
असल्यानं ,असल्,यानं 
असल्याने ,असल्,याने 
असल्यानेच ,असल्,यानेच 
असल्यापासून ,असल्,यापासून 
असल्याप्रमाणे ,असल्,याप्रमाणे 
असल्यासारखा ,असल्,यासारखा 
असल्यासारखी ,असल्,यासारखी 
असल्यासारखीच ,असल्,यासारखीच 
असल्यासारखे ,असल्,यासारखे 
असल्यास ,असल्,यास 
असल्यासच् ,असल्,यासच् 
असल्यासही ,असल्,यासही 
असल्यावर् ,असल्,यावर् 
माट्यांचा ,माट्,यांचा 
माट्यांची ,माट्,यांची 
माट्यांचे ,माट्,यांचे 
माट्यांच्या ,माट्,यांच्या 
माट्यांनी ,माट्,यांनी 
माट्यांनीच ,माट्,यांनीच 
मातापित्याच्या ,मातापित्,याच्या 
अलाबामातील ,माती,ल 
अलबामातील ,माती,ल 
जातीजमातींची ,माती,ंची 
जातीजमातींना ,माती,ंना 
जातीजमातींसाठीच्या ,माती,ंसाठीच्या 
जातीजमातींतली ,माती,ंतली 
जमाती ,माती, 
जमातींना ,माती,ंना 
जमातीचे ,माती,चे 
जमातीच्या ,माती,च्या 
जमातीवर् ,माती,वर् 
कामातील ,माती,ल 
लग्नद्शमातील ,माती,ल 
माती ,माती, 
मातीचा ,माती,चा 
मातीची ,माती,ची 
मातीचं ,माती,चं 
मातीचे ,माती,चे 
मातीकामाचे ,माती,कामाचे 
मातीला ,माती,ला 
मातीने ,माती,ने 
मातीपासून ,माती,पासून 
मातीतून ,माती,तून 
मातीत ,माती,त 
मोसमातील ,माती,ल 
पंचमातील ,माती,ल 
सप्तमातील ,माती,ल 
सिनेमातील ,माती,ल 
उत्तमातील ,माती,ल 
विनियमातील ,माती,ल 
दश्मातील ,माती,ल 
मृतदेहांच्या ,मृतदेह,ांच्या 
मृतदेहाला ,मृतदेह,ाला 
मृतदेह ,मृतदेह, 
मृतदेहही ,मृतदेह,ही 
बालमृत्यूंचे ,मृत्यू,ंचे 
बालमृत्यूचे ,मृत्यू,चे 
जन्ममृत्यूच्या ,मृत्यू,च्या 
मृत्यू ,मृत्यू, 
मृत्यूशी ,मृत्यू,शी 
मृत्यूबद्दल् ,मृत्यू,बद्दल् 
मृत्यूचा ,मृत्यू,चा 
मृत्यूची ,मृत्यू,ची 
मृत्यूच ,मृत्यू,च 
मृत्यूचं ,मृत्यू,चं 
मृत्यूचे ,मृत्यू,चे 
मृत्यूच्या ,मृत्यू,च्या 
मृत्यूच्यावेळी ,मृत्यू,च्यावेळी 
मृत्यूही ,मृत्यू,ही 
मृत्यूला ,मृत्यू,ला 
मृत्यूलोकात ,मृत्यू,लोकात 
मृत्यूमुळे ,मृत्यू,मुळे 
मृत्यून ,मृत्यू,न 
मृत्यूनं ,मृत्यू,नं 
मृत्यूनंतर् ,मृत्यू,नंतर् 
मृत्यूनंतर्चा ,मृत्यू,नंतर्चा 
मृत्यूनंतर्चे ,मृत्यू,नंतर्चे 
मृत्यूनंतर्च्या ,मृत्यू,नंतर्च्या 
मृत्यूनंतर्ही ,मृत्यू,नंतर्ही 
मृत्यूनेच ,मृत्यू,नेच 
मृत्यूपर्यंत ,मृत्यू,पर्यंत 
मृत्यूपर्यंतच्या ,मृत्यू,पर्यंतच्या 
मृत्यूपत्र ,मृत्यू,पत्र 
महामृत्यू ,मृत्यू, 
मूलत्त्त्वांवर् ,मूलत्त्त्व,ांवर् 
मूलत्त्त्वांतून ,मूलत्त्त्व,ांतून 
मूलत्त्त्वे ,मूलत्त्त्व,े 
मूल्यामूल्यविवेकाला ,मूल्यामूल्यविवेक,ाला 
मूल्यामूल्यविवेक ,मूल्यामूल्यविवेक, 
मूल्यनिर्मितीवरून ,मूल्यनिर्मिती,वरून 
मूर्खप्णा ,मूर्खप्णा, 
मूर्खप्णाचे ,मूर्खप्णा,चे 
मूर्खप्णाचेच ,मूर्खप्णा,चेच 
मऑड्यूलेशन्स ,मऑड्यूलेशन,्स 
मऑडर्न ,मऑडर्न, 
मऑडर्नच्ं ,मऑडर्न,च्ं 
मऑडर्नक्डे ,मऑडर्न,क्डे 
मऑडर्नला ,मऑडर्न,ला 
मऑडर्नम्धे ,मऑडर्न,म्धे 
मऑडर्नम्ध्येच ,मऑडर्न,म्ध्येच 
मऑडर्नर्ला ,मऑडर्न,र्ला 
मऑरिशम्धील ,मऑरिशम,्धील 
मऑरिशम्ध्ये ,मऑरिशम,्ध्ये 
मघा ,मघा, 
मघाच ,मघा,च 
मघाचे ,मघा,चे 
मघापासून ,मघा,पासून 
मख्खप्णे ,मख्ख,प्णे 
मंडळ् ,मंडळ,् 
मंडळांवर् ,मंडळ,ांवर् 
मंडळाचा ,मंडळ,ाचा 
मंडळाची ,मंडळ,ाची 
मंडळाचे ,मंडळ,ाचे 
मंडळाच्या ,मंडळ,ाच्या 
मंडळामार्फत् ,मंडळ,ामार्फत् 
मंडळाने ,मंडळ,ाने 
मंडळापेकी ,मंडळ,ापेकी 
मंडळावर् ,मंडळ,ावर् 
मंडळात ,मंडळ,ात 
मंडळातर्फे ,मंडळ,ातर्फे 
मंडळी ,मंडळ,ी 
मंडळींचा ,मंडळ,ींचा 
मंडळींचाही ,मंडळ,ींचाही 
मंडळींची ,मंडळ,ींची 
मंडळींचे ,मंडळ,ींचे 
मंडळींच्या ,मंडळ,ींच्या 
मंडळींना ,मंडळ,ींना 
मंडळींनी ,मंडळ,ींनी 
मंडळीबरोबर् ,मंडळ,ीबरोबर् 
मंडळीचा ,मंडळ,ीचा 
मंडळीची ,मंडळ,ीची 
मंडळीच ,मंडळ,ीच 
मंडळीचे ,मंडळ,ीचे 
मंडळीच्या ,मंडळ,ीच्या 
मंडळीही ,मंडळ,ीही 
मंडळीमध्ये ,मंडळ,ीमध्ये 
मंडळीना ,मंडळ,ीना 
मंडळीनाही ,मंडळ,ीनाही 
मंडळीनी ,मंडळ,ीनी 
मंडळीपेकी ,मंडळ,ीपेकी 
मंडळीसारखी ,मंडळ,ीसारखी 
मंडळीसह् ,मंडळ,ीसह् 
मंडळीसमोर ,मंडळ,ीसमोर 
मंडळीत ,मंडळ,ीत 
मंडळीतला ,मंडळ,ीतला 
मंडळीतले ,मंडळ,ीतले 
मंडळे ,मंडळ,े 
मंडळ्यांचे ,मंडळ,्यांचे 
मंडळ्यांच्या ,मंडळ,्यांच्या 
मंडळ्यांतले ,मंडळ,्यांतले 
मंत्रीमंडळाचे ,मंडळ,ाचे 
महामंडळांची ,मंडळ,ांची 
महामंडळांचे ,मंडळ,ांचे 
महामंडळे ,मंडळ,े 
नाटक्मंडळी ,मंडळ,ी 
नट्मंडळी ,मंडळ,ी 
निर्मातेमंडळीत ,मंडळ,ीत 
पाहुणेमंडळी ,मंडळ,ी 
पत्मंडळाची ,मंडळ,ाची 
मंडळी ,मंडळी, 
मंडळींचा ,मंडळी,ंचा 
मंडळींचाही ,मंडळी,ंचाही 
मंडळींची ,मंडळी,ंची 
मंडळींचे ,मंडळी,ंचे 
मंडळींच्या ,मंडळी,ंच्या 
मंडळींना ,मंडळी,ंना 
मंडळींनी ,मंडळी,ंनी 
मंडळीबरोबर् ,मंडळी,बरोबर् 
मंडळीचा ,मंडळी,चा 
मंडळीची ,मंडळी,ची 
मंडळीच ,मंडळी,च 
मंडळीचे ,मंडळी,चे 
मंडळीच्या ,मंडळी,च्या 
मंडळीही ,मंडळी,ही 
मंडळीमध्ये ,मंडळी,मध्ये 
मंडळीना ,मंडळी,ना 
मंडळीनाही ,मंडळी,नाही 
मंडळीनी ,मंडळी,नी 
मंडळीपेकी ,मंडळी,पेकी 
मंडळीसारखी ,मंडळी,सारखी 
मंडळीसह् ,मंडळी,सह् 
मंडळीसमोर ,मंडळी,समोर 
मंडळीत ,मंडळी,त 
मंडळीतला ,मंडळी,तला 
मंडळीतले ,मंडळी,तले 
नाटक्मंडळी ,मंडळी, 
नट्मंडळी ,मंडळी, 
निर्मातेमंडळीत ,मंडळी,त 
पाहुणेमंडळी ,मंडळी, 
मंदिरप्रवेशाच्या ,मंदिरप्रवेश,ाच्या 
आभ्यासामध्येही ,मध्,येही 
आईमध्ला ,मध्,ला 
आईमध्ये ,मध्,ये 
आवडीमध्ये ,मध्,ये 
आयुष्यामध्ये ,मध्,ये 
ऑक्टोबर्मध्ये ,मध्,ये 
भागीदारांमध्ये ,मध्,ये 
भारतामध्ये ,मध्,ये 
भेटीगाठींमध्ये ,मध्,ये 
भिंगरीमध्ये ,मध्,ये 
भिंतीमध्ये ,मध्,ये 
छातीमध्ये ,मध्,ये 
घाईमध्ये ,मध्,ये 
घरामध्ये ,मध्,ये 
घट्कांमध्ये ,मध्,ये 
घट्नांमध्ये ,मध्,ये 
झाडांमध्ये ,मध्,ये 
खात्यामध्ये ,मध्,ये 
खात्यामध्येच ,मध्,येच 
खरेदीमध्ये ,मध्,ये 
खेळांमध्ये ,मध्,ये 
फळामध्ये ,मध्,ये 
फंडस्मध्ये ,मध्,ये 
फलितांमध्ये ,मध्,ये 
फॅशन्मध्ये ,मध्,ये 
फेब्रुवारीमध्ये ,मध्,ये 
फ्रानस्मध्ल्या ,मध्,ल्या 
ऋतूमध्ये ,मध्,ये 
शाखांमध्ये ,मध्,ये 
शाळेमध्ये ,मध्,ये 
शास्त्रामध्ये ,मध्,ये 
शब्दांमध्ये ,मध्,ये 
शह्रांमध्ये ,मध्,ये 
शह्रामध्ये ,मध्,ये 
शिक्षणामध्ये ,मध्,ये 
